Word,Freq,Z
එවැනි,93,1.3128886083020264
බැවින්,93,1.3128886083020264
කිරීම්,92,1.2966247922113534
කාර්යාලයේ,92,1.2966247922113534
කල,92,1.2966247922113534
මහා,92,1.2966247922113534
කොමසාරිස්,92,1.2966247922113534
සදහා,92,1.2966247922113534
විදුලි,92,1.2966247922113534
වැටුප,92,1.2966247922113534
දැ,92,1.2966247922113534
සංස්ථාගත,92,1.2966247922113534
දෙමළ,91,1.2803609761206807
ගෙවීම්,91,1.2803609761206807
ලදි,90,1.264097160030008
ලියාපදිංචි,90,1.264097160030008
සුදුසු,90,1.264097160030008
මුළු,89,1.247833343939335
සේවයට,89,1.247833343939335
නිර්දේශ,88,1.2315695278486622
ම,88,1.2315695278486622
සාමාන්ය,87,1.2153057117579893
පියවර,87,1.2153057117579893
ගණන්,87,1.2153057117579893
කාලයක්,87,1.2153057117579893
කලින්,86,1.1990418956673166
මණ්ඩලයේ,85,1.1827780795766438
උපදෙස්,85,1.1827780795766438
පනත,85,1.1827780795766438
පසු,85,1.1827780795766438
නැතහොත්,85,1.1827780795766438
එච්,85,1.1827780795766438
අමාත්යතුමා,84,1.1665142634859709
තෝරා,84,1.1665142634859709
යොදා,84,1.1665142634859709
පමණක්,84,1.1665142634859709
ඉටු,84,1.1665142634859709
අමාත්ය,84,1.1665142634859709
දිස්ත්රික්කයේ,83,1.1502504473952981
ඒකකය,83,1.1502504473952981
නොහැකි,83,1.1502504473952981
දැනට,83,1.1502504473952981
ගෙවීමට,83,1.1502504473952981
අධ්යයන,82,1.1339866313046254
රූපවාහිනී,82,1.1339866313046254
පත්ර,81,1.1177228152139524
අනියම්,81,1.1177228152139524
ගැ,81,1.1177228152139524
ප්රවර්ධන,80,1.1014589991232797
සී,80,1.1014589991232797
දැක්වෙන,80,1.1014589991232797
ව්යවස්ථාවේ,80,1.1014589991232797
දීමනාව,80,1.1014589991232797
බලශක්ති,80,1.1014589991232797
රාජ්යයේ,80,1.1014589991232797
විභාග,79,1.0851951830326068
කළමනාකරණ,79,1.0851951830326068
මෙහි,79,1.0851951830326068
මෝටර්,79,1.0851951830326068
සිසුන්,78,1.068931366941934
ගනු,78,1.068931366941934
හිමි,78,1.068931366941934
තිබේ,78,1.068931366941934
නිලධරයන්,78,1.068931366941934
ප්රජාතාන්ත්රික,78,1.068931366941934
මාස,78,1.068931366941934
දෙනු,77,1.0526675508512613
සම්බන්ධව,77,1.0526675508512613
පත්රය,77,1.0526675508512613
උප,77,1.0526675508512613
නිලධාරි,77,1.0526675508512613
වල,76,1.0364037347605886
වෘත්තීය,76,1.0364037347605886
දැනුම්,76,1.0364037347605886
ඩී,76,1.0364037347605886
මාසික,75,1.0201399186699156
රහිත,75,1.0201399186699156
අදහස්,74,1.0038761025792429
නගර,74,1.0038761025792429
පසුව,74,1.0038761025792429
නිලධරයාට,74,1.0038761025792429
ගෙවන,74,1.0038761025792429
මාරු,74,1.0038761025792429
ප,74,1.0038761025792429
පෙ,74,1.0038761025792429
සිංහල,73,0.98761228648857
බී,73,0.98761228648857
බලපත්ර,73,0.98761228648857
කෝරළේ,73,0.98761228648857
සංවිධානය,72,0.9713484703978973
කොළඹ,72,0.9713484703978973
සෞඛ්ය,72,0.9713484703978973
වන්නේ,72,0.9713484703978973
නිලධරයාගේ,72,0.9713484703978973
භා,72,0.9713484703978973
අදාළව,71,0.9550846543072244
විස්තර,71,0.9550846543072244
ගුවන්,71,0.9550846543072244
ගෙවනු,71,0.9550846543072244
සීමාව,71,0.9550846543072244
ආණ්ඩුව,71,0.9550846543072244
ඒකාබද්ධතා,70,0.9388208382165516
කාර්යාල,70,0.9388208382165516
සහභාගී,70,0.9388208382165516
ව්යාපෘතිය,70,0.9388208382165516
විවිධ,70,0.9388208382165516
ලේඛන,70,0.9388208382165516
අපේක්ෂිත,70,0.9388208382165516
අත්තිකාරම්,70,0.9388208382165516
පිටපතක්,70,0.9388208382165516
පාර්ලිමේන්තුව,70,0.9388208382165516
සාදන,70,0.9388208382165516
සැලසුම්,69,0.9225570221258788
පිහිටි,69,0.9225570221258788
දුරකථන,69,0.9225570221258788
මිල,69,0.9225570221258788
එන්,69,0.9225570221258788
ජල,69,0.9225570221258788
කරමින්,68,0.906293206035206
මාධ්ය,68,0.906293206035206
තත්ත්වය,68,0.906293206035206
සංශෝධන,68,0.906293206035206
අප,68,0.906293206035206
දරණ,68,0.906293206035206
දීර්ඝ,68,0.906293206035206
පුළුවන,68,0.906293206035206
දන්නෙහිද,68,0.906293206035206
මධ්යම,67,0.8900293899445332
වලට,67,0.8900293899445332
සභාවේ,67,0.8900293899445332
ජී,67,0.8900293899445332
බලධරයා,67,0.8900293899445332
ඉල්ලුම්,67,0.8900293899445332
පිටපත,67,0.8900293899445332
යැයි,66,0.8737655738538603
හි,66,0.8737655738538603
නිෂ්පාදනය,66,0.8737655738538603
පදනම,66,0.8737655738538603
වඩා,66,0.8737655738538603
මුදලක්,66,0.8737655738538603
විදුලිබල,66,0.8737655738538603
ඒවා,65,0.8575017577631875
වාහන,65,0.8575017577631875
ලැබී,65,0.8575017577631875
එබඳු,65,0.8575017577631875
ආකෘති,65,0.8575017577631875
තේ,65,0.8575017577631875
ප්රවේශ,65,0.8575017577631875
බල,64,0.8412379416725148
පිණිස,64,0.8412379416725148
නිදහස්,64,0.8412379416725148
කරයි,64,0.8412379416725148
ස්ථානය,64,0.8412379416725148
නඩු,64,0.8412379416725148
ප්රාථමික,64,0.8412379416725148
කියවිය,64,0.8412379416725148
නීති,63,0.8249741255818419
කෙරෙන,63,0.8249741255818419
හැර,63,0.8249741255818419
ඉතා,63,0.8249741255818419
ලැබීමට,63,0.8249741255818419
ලේකම්වරයා,63,0.8249741255818419
දෙවැනි,63,0.8249741255818419
වර,63,0.8249741255818419
කියවීම,63,0.8249741255818419
මිය,62,0.8087103094911691
මධ්යස්ථාන,62,0.8087103094911691
ළමා,62,0.8087103094911691
ප්රවාහන,62,0.8087103094911691
ක්රම,62,0.8087103094911691
වැය,62,0.8087103094911691
කාර්යයන්,61,0.7924464934004962
පැවැත්වීමට,61,0.7924464934004962
ව්යාපෘති,61,0.7924464934004962
උපකරණ,61,0.7924464934004962
පාසල්වල,61,0.7924464934004962
ඇත්නම්,61,0.7924464934004962
සහතිකය,61,0.7924464934004962
පාඨමාලාව,60,0.7761826773098235
පරීක්ෂා,60,0.7761826773098235
ඒකාබද්ධ,60,0.7761826773098235
ගැන,60,0.7761826773098235
වාරික,60,0.7761826773098235
ගොඩනැගිලි,60,0.7761826773098235
නොඑසේ,60,0.7761826773098235
සිය,59,0.7599188612191506
කට,59,0.7599188612191506
ලංකාවේ,59,0.7599188612191506
ඉල්ලීම,59,0.7599188612191506
වනවිට,59,0.7599188612191506
ආදායම්,59,0.7599188612191506
පිට,59,0.7599188612191506
පදිංචි,59,0.7599188612191506
පාසල,58,0.7436550451284778
ප්රතිලාභ,58,0.7436550451284778
ලංකාව,58,0.7436550451284778
තාවකාලික,58,0.7436550451284778
ඉංජිනේරු,58,0.7436550451284778
රුපියල්,58,0.7436550451284778
වර්ධක,58,0.7436550451284778
තනතුරට,58,0.7436550451284778
අමුණා,58,0.7436550451284778
පාවිච්චි,58,0.7436550451284778
ඔබේ,58,0.7436550451284778
ප්රදේශයේ,57,0.727391229037805
වසර,57,0.727391229037805
සම්බන්ධීකරණ,57,0.727391229037805
තනතුර,57,0.727391229037805
ප්රාදේශිය,57,0.727391229037805
ටෙන්ඩර්,57,0.727391229037805
ලබාගත,57,0.727391229037805
සම්මත,57,0.727391229037805
පවත්වන,56,0.7111274129471322
මිලදී,56,0.7111274129471322
ආගමික,56,0.7111274129471322
පරිගණක,56,0.7111274129471322
සන්නිවේදන,56,0.7111274129471322
නිසි,56,0.7111274129471322
බලය,56,0.7111274129471322
නොකළ,56,0.7111274129471322
යම්කිසි,56,0.7111274129471322
කාරක,56,0.7111274129471322
අමාත්යාංශ,55,0.6948635968564594
නියෝජ්ය,55,0.6948635968564594
ඔවුන්,55,0.6948635968564594
බලා,55,0.6948635968564594
ආර්ථික,55,0.6948635968564594
සංස්ථාවේ,55,0.6948635968564594
වයස,55,0.6948635968564594
බැගින්,54,0.6785997807657865
වර්ෂයේදී,54,0.6785997807657865
රැකියා,54,0.6785997807657865
ඔවුන්ගේ,54,0.6785997807657865
අභ්යන්තර,54,0.6785997807657865
අනුමැතිය,54,0.6785997807657865
ටී,54,0.6785997807657865
ජනවාරි,54,0.6785997807657865
මහත්මිය,54,0.6785997807657865
පැවැත්වෙන,54,0.6785997807657865
හේතුවෙන්,54,0.6785997807657865
දුන්,54,0.6785997807657865
සේ,54,0.6785997807657865
යටත්ව,54,0.6785997807657865
ගිවිසුම,54,0.6785997807657865
වලින්,53,0.6623359646751137
ආධාර,53,0.6623359646751137
කොටස්,53,0.6623359646751137
ඇතුලත්,53,0.6623359646751137
සිදුවන,53,0.6623359646751137
නිෂ්පාදන,53,0.6623359646751137
ප්රවෘත්ති,53,0.6623359646751137
ආරක්ෂක,53,0.6623359646751137
පොලිස්,52,0.646072148584441
ස්ථාන,52,0.646072148584441
දායකත්වය,52,0.646072148584441
පමණ,52,0.646072148584441
බැලීම,52,0.646072148584441
අනුකූලව,52,0.646072148584441
සංස්ථාව,52,0.646072148584441
තබා,52,0.646072148584441
විදුහල්පති,52,0.646072148584441
කිරීමේදී,51,0.6298083324937681
කාර්යය,51,0.6298083324937681
චක්රලේඛ,51,0.6298083324937681
මුල්,51,0.6298083324937681
පාඨමාලා,51,0.6298083324937681
සමාගම,51,0.6298083324937681
විද්යා,51,0.6298083324937681
පසුගිය,51,0.6298083324937681
ලබන්නේ,51,0.6298083324937681
ස්ථාවර,51,0.6298083324937681
ප්රගතිය,50,0.6135445164030953
නාට්ය,50,0.6135445164030953
ලැබෙන,50,0.6135445164030953
බැංකු,50,0.6135445164030953
අදියර,50,0.6135445164030953
ඉහළ,50,0.6135445164030953
නිල,50,0.6135445164030953
කම්කරු,50,0.6135445164030953
ඉන්ධන,50,0.6135445164030953
එහෙත්,50,0.6135445164030953
පරීක්ෂණය,50,0.6135445164030953
ජ්යෙෂ්ඨ,50,0.6135445164030953
කරුණට,50,0.6135445164030953
සම්පාදන,50,0.6135445164030953
පතිරණ,50,0.6135445164030953
මට්ටමින්,49,0.5972807003124224
කාර්යක්ෂමතා,49,0.5972807003124224
බැංකුව,49,0.5972807003124224
කර්මාන්ත,49,0.5972807003124224
පමණි,49,0.5972807003124224
කවර,49,0.5972807003124224
නොවේ,49,0.5972807003124224
අවම,48,0.5810168842217497
විගණන,48,0.5810168842217497
යාම,48,0.5810168842217497
ආරක්ෂා,48,0.5810168842217497
විද්යාලය,48,0.5810168842217497
පැය,48,0.5810168842217497
ඉවත්,48,0.5810168842217497
මැයි,48,0.5810168842217497
පරිච්ඡේදය,48,0.5810168842217497
තනතුරේ,48,0.5810168842217497
කොන්දේසි,48,0.5810168842217497
අවසර,48,0.5810168842217497
ක්රියාමාර්ග,47,0.5647530681310768
ගණන,47,0.5647530681310768
දෙවන,47,0.5647530681310768
ගුරුවරුන්,47,0.5647530681310768
අංශයේ,47,0.5647530681310768
පෙළ,47,0.5647530681310768
පවත්වාගෙන,47,0.5647530681310768
දේශීය,47,0.5647530681310768
ඕනෑම,47,0.5647530681310768
කිසිම,47,0.5647530681310768
පෙනී,47,0.5647530681310768
සහිතව,47,0.5647530681310768
කාර්මික,47,0.5647530681310768
වෙන්කර,47,0.5647530681310768
ඉදිකිරීම,47,0.5647530681310768
පළාත,47,0.5647530681310768
විකාශය,46,0.548489252040404
අපේක්ෂා,46,0.548489252040404
යාමට,46,0.548489252040404
ලබාදීම,46,0.548489252040404
ඉන්,46,0.548489252040404
සියළුම,46,0.548489252040404
කිරීමෙන්,46,0.548489252040404
ප්රතිඵල,46,0.548489252040404
අලුත්,46,0.548489252040404
රක්ෂණ,46,0.548489252040404
ප්රකාර,46,0.548489252040404
බුද්ධික,46,0.548489252040404
කමිටු,45,0.5322254359497312
ජනමාධ්ය,45,0.5322254359497312
රැස්වීම්,45,0.5322254359497312
පුරප්පාඩු,45,0.5322254359497312
අයදුම්පත්,45,0.5322254359497312
මධ්යස්ථානය,45,0.5322254359497312
මහ,45,0.5322254359497312
ඔක්තෝබර්,45,0.5322254359497312
සිටි,45,0.5322254359497312
ආපදා,45,0.5322254359497312
නිලධරයෙකුගේ,45,0.5322254359497312
වුවහොත්,45,0.5322254359497312
ඇතුළත,45,0.5322254359497312
බලපත්රයක්,45,0.5322254359497312
කඩිනමින්,45,0.5322254359497312
සැපයීම,44,0.5159616198590584
අධ්යක්ෂවරුන්,44,0.5159616198590584
හදිසි,44,0.5159616198590584
වුවත්,44,0.5159616198590584
වන්දි,44,0.5159616198590584
ස්වකීය,44,0.5159616198590584
ගිය,44,0.5159616198590584
මෙයින්,44,0.5159616198590584
අතිකාල,44,0.5159616198590584
කුලිය,44,0.5159616198590584
පාසලේ,44,0.5159616198590584
ආවරණය,43,0.4996978037683856
අගය,43,0.4996978037683856
ඉදිරි,43,0.4996978037683856
භාවිතා,43,0.4996978037683856
තිබෙන,43,0.4996978037683856
තනතුරු,43,0.4996978037683856
තුල,43,0.4996978037683856
එසේම,43,0.4996978037683856
පැවති,43,0.4996978037683856
අධිකරණ,43,0.4996978037683856
රථ,43,0.4996978037683856
වටිනාකම,43,0.4996978037683856
අනුගමනය,43,0.4996978037683856
උපරිම,43,0.4996978037683856
වේලාව,43,0.4996978037683856
යටත්,43,0.4996978037683856
විවේක,43,0.4996978037683856
ගාස්තුව,43,0.4996978037683856
අනිවාර්ය,43,0.4996978037683856
සමාගම්වල,43,0.4996978037683856
ප්රතිපත්ති,42,0.48343398767771273
වගකීම,42,0.48343398767771273
සහභාගි,42,0.48343398767771273
ලේකම්වරුන්,42,0.48343398767771273
සංගම්,42,0.48343398767771273
මාර්ග,42,0.48343398767771273
සංශෝධනය,42,0.48343398767771273
අධිකාරී,42,0.48343398767771273
යුතුව,42,0.48343398767771273
තාක්ෂණය,42,0.48343398767771273
චිත්රපට,42,0.48343398767771273
ව්යාපෘතීන්,42,0.48343398767771273
ඉතිරි,42,0.48343398767771273
මාණ්ඩලික,42,0.48343398767771273
තිබිය,42,0.48343398767771273
විදුහල්පතිවරුන්,42,0.48343398767771273
අධිකාරියේ,42,0.48343398767771273
පළමු,41,0.46717017158703994
විධිමත්,41,0.46717017158703994
සංස්ථා,41,0.46717017158703994
කී,41,0.46717017158703994
අඩ,41,0.46717017158703994
ලිපියේ,41,0.46717017158703994
නිලධාරීන්ගේ,40,0.4509063554963671
තිබූ,40,0.4509063554963671
සංවර්ධනය,40,0.4509063554963671
වැඩිහිටි,40,0.4509063554963671
දායක,40,0.4509063554963671
වෙනස්,40,0.4509063554963671
තනතුරක්,40,0.4509063554963671
නිර්දේශය,40,0.4509063554963671
වාර්තාවක්,40,0.4509063554963671
නිරීක්ෂණ,40,0.4509063554963671
සේවයෙන්,40,0.4509063554963671
කල්,40,0.4509063554963671
මහනුවර,40,0.4509063554963671
සහයෝගය,40,0.4509063554963671
ටෙලි,40,0.4509063554963671
පත්වීම,40,0.4509063554963671
ක්රියා,40,0.4509063554963671
නඩත්තු,40,0.4509063554963671
වැටුපක්,40,0.4509063554963671
වහාම,40,0.4509063554963671
මයා,40,0.4509063554963671
රවී,40,0.4509063554963671
කරුණානායක,40,0.4509063554963671
මහජන,39,0.4346425394056943
මූලික,39,0.4346425394056943
යෝජනාව,39,0.4346425394056943
ප්රශ්න,39,0.4346425394056943
ඔවුන්ට,39,0.4346425394056943
කාන්තා,39,0.4346425394056943
ලබාදීමට,39,0.4346425394056943
ආදායම,39,0.4346425394056943
අයි,39,0.4346425394056943
මීට,39,0.4346425394056943
නැත,39,0.4346425394056943
පත්වීම්,39,0.4346425394056943
දීමනාවක්,39,0.4346425394056943
බඩු,39,0.4346425394056943
කරගෙන,38,0.41837872331502146
තමා,38,0.41837872331502146
වීමට,38,0.41837872331502146
ඉංග්රීසි,38,0.41837872331502146
වියදම,38,0.41837872331502146
සභාපති,38,0.41837872331502146
ලබාදී,38,0.41837872331502146
ආකාරය,38,0.41837872331502146
ප්රකාශ,38,0.41837872331502146
කල්හි,38,0.41837872331502146
තනතුරක,38,0.41837872331502146
වැඩිදුරටත්,38,0.41837872331502146
මුදා,38,0.41837872331502146
යුතුයැයි,38,0.41837872331502146
ධීවර,38,0.41837872331502146
ජයසේකර,38,0.41837872331502146
බුද්ධ,38,0.41837872331502146
පැවැත්වීම,37,0.40211490722434867
සාකච්ඡා,37,0.40211490722434867
කි,37,0.40211490722434867
පවත්වා,37,0.40211490722434867
බලන,37,0.40211490722434867
දිනෙන්,37,0.40211490722434867
තවදුරටත්,37,0.40211490722434867
පූර්ව,37,0.40211490722434867
ශ්රේණියේ,37,0.40211490722434867
අවස්ථාවකදී,37,0.40211490722434867
